Datetime,Close,High,Low,Open,Volume,ticker
2024-12-23 14:30:00+00:00,255.05999755859375,255.64500427246097,253.8999938964844,254.77000427246097,3809555.0,AAPL
2024-12-23 14:45:00+00:00,254.96859741210935,255.41000366210935,253.9900054931641,255.0751037597656,1868602.0,AAPL
2024-12-23 15:00:00+00:00,253.75,255.0399932861328,253.4499969482422,254.9499969482422,1818006.0,AAPL
2024-12-23 15:15:00+00:00,254.07000732421875,254.4900054931641,253.67999267578125,253.72999572753903,1143045.0,AAPL
2024-12-23 15:30:00+00:00,254.0099945068359,254.3000030517578,253.6999969482422,254.0500030517578,771863.0,AAPL
2024-12-23 15:45:00+00:00,253.61000061035156,254.3000030517578,253.4600067138672,254.0,793143.0,AAPL
2024-12-23 16:00:00+00:00,254.49490356445312,254.63999938964844,253.55999755859375,253.6000061035156,735376.0,AAPL
2024-12-23 16:15:00+00:00,254.8300018310547,255.07000732421875,254.5050048828125,254.5099945068359,833058.0,AAPL
2024-12-23 16:30:00+00:00,254.80599975585935,254.97999572753903,254.5469970703125,254.8390960693359,510694.0,AAPL
2024-12-23 16:45:00+00:00,254.90499877929688,255.22999572753903,254.7599945068359,254.8300018310547,538391.0,AAPL
2024-12-23 17:00:00+00:00,254.7400054931641,255.14500427246097,254.6499938964844,254.8999938964844,592644.0,AAPL
2024-12-23 17:15:00+00:00,254.42999267578125,254.7599945068359,254.3699951171875,254.7250061035156,755609.0,AAPL
2024-12-23 17:30:00+00:00,254.5800018310547,254.7550048828125,254.33999633789065,254.42999267578125,1564204.0,AAPL
2024-12-23 17:45:00+00:00,254.21499633789065,254.6699981689453,254.18499755859375,254.57139587402344,644356.0,AAPL
2024-12-23 18:00:00+00:00,254.0,254.30999755859375,253.96009826660156,254.21310424804688,632220.0,AAPL
2024-12-23 18:15:00+00:00,253.9199981689453,254.07000732421875,253.72000122070312,253.9900054931641,779102.0,AAPL
2024-12-23 18:30:00+00:00,254.0749969482422,254.2899932861328,253.9199981689453,253.9199981689453,785806.0,AAPL
2024-12-23 18:45:00+00:00,254.2238006591797,254.27999877929688,253.8699951171875,254.07000732421875,575304.0,AAPL
2024-12-23 19:00:00+00:00,254.15499877929688,254.4199981689453,254.03500366210935,254.2100067138672,556737.0,AAPL
2024-12-23 19:15:00+00:00,254.2949981689453,254.4600067138672,254.0500030517578,254.1699981689453,523523.0,AAPL
2024-12-23 19:30:00+00:00,254.0,254.3999938964844,253.9949951171875,254.3000030517578,614752.0,AAPL
2024-12-23 19:45:00+00:00,253.92999267578125,254.1499938964844,253.8999938964844,254.02000427246097,622862.0,AAPL
2024-12-23 20:00:00+00:00,254.1199951171875,254.1300048828125,253.67999267578125,253.9149932861328,683730.0,AAPL
2024-12-23 20:15:00+00:00,254.33999633789065,254.38999938964844,253.80999755859375,254.10760498046875,690840.0,AAPL
2024-12-23 20:30:00+00:00,254.7400054931641,254.8710021972656,254.33999633789065,254.33999633789065,878941.0,AAPL
2024-12-23 20:45:00+00:00,255.30999755859375,255.6499938964844,254.7400054931641,254.75,3443403.0,AAPL
2024-12-24 14:30:00+00:00,256.6700134277344,257.0,255.30999755859375,255.3699951171875,2914191.0,AAPL
2024-12-24 14:45:00+00:00,256.7650146484375,257.0,256.260009765625,256.625,1093539.0,AAPL
2024-12-24 15:00:00+00:00,257.1960144042969,257.45001220703125,256.55999755859375,256.7900085449219,1201548.0,AAPL
2024-12-24 15:15:00+00:00,257.1050109863281,257.3598937988281,256.885009765625,257.20001220703125,1384567.0,AAPL
2024-12-24 15:30:00+00:00,257.7250061035156,257.7699890136719,257.1000061035156,257.114990234375,991993.0,AAPL
2024-12-24 15:45:00+00:00,257.56610107421875,258.0,257.5105895996094,257.739990234375,1272946.0,AAPL
2024-12-24 16:00:00+00:00,257.5,257.7200012207031,257.45001220703125,257.5400085449219,756227.0,AAPL
2024-12-24 16:15:00+00:00,257.2929992675781,257.6700134277344,257.260009765625,257.5,908888.0,AAPL
2024-12-24 16:30:00+00:00,257.2250061035156,257.4606018066406,257.2099914550781,257.2699890136719,1066323.0,AAPL
2024-12-24 16:45:00+00:00,257.0799865722656,257.364990234375,256.8700866699219,257.2300109863281,772661.0,AAPL
2024-12-24 17:00:00+00:00,257.39990234375,257.4299011230469,257.010009765625,257.1099853515625,484684.0,AAPL
2024-12-24 17:15:00+00:00,257.3599853515625,257.5400085449219,257.19000244140625,257.3900146484375,543094.0,AAPL
2024-12-24 17:30:00+00:00,257.125,257.5,257.0899963378906,257.3775939941406,815036.0,AAPL
2024-12-24 17:45:00+00:00,258.2099914550781,258.2099914550781,257.04998779296875,257.125,2544383.0,AAPL
2024-12-26 14:30:00+00:00,259.3399963378906,260.0899963378906,258.1000061035156,258.3550109863281,4008896.0,AAPL
2024-12-26 14:45:00+00:00,258.7898864746094,259.3599853515625,258.0199890136719,259.3399963378906,1747595.0,AAPL
2024-12-26 15:00:00+00:00,258.23858642578125,258.8399963378906,257.95001220703125,258.760009765625,1234525.0,AAPL
2024-12-26 15:15:00+00:00,258.3612060546875,258.3699951171875,257.6300048828125,258.2550048828125,1045564.0,AAPL
2024-12-26 15:30:00+00:00,258.510009765625,258.7851867675781,258.32000732421875,258.364990234375,842201.0,AAPL
2024-12-26 15:45:00+00:00,258.3550109863281,258.62750244140625,258.1300048828125,258.5,616847.0,AAPL
2024-12-26 16:00:00+00:00,258.95880126953125,258.9700012207031,258.30999755859375,258.3699951171875,718033.0,AAPL
2024-12-26 16:15:00+00:00,258.8800048828125,259.19000244140625,258.75,258.92999267578125,709448.0,AAPL
2024-12-26 16:30:00+00:00,259.2200012207031,259.2300109863281,258.85009765625,258.8900146484375,551369.0,AAPL
2024-12-26 16:45:00+00:00,258.8900146484375,259.2099914550781,258.82000732421875,259.2099914550781,496599.0,AAPL
2024-12-26 17:00:00+00:00,259.2099914550781,259.223388671875,258.875,258.8904113769531,380009.0,AAPL
2024-12-26 17:15:00+00:00,258.9849853515625,259.3399963378906,258.9700012207031,259.2099914550781,561234.0,AAPL
2024-12-26 17:30:00+00:00,259.1346130371094,259.32501220703125,258.9700012207031,258.9880065917969,407348.0,AAPL
2024-12-26 17:45:00+00:00,258.8500061035156,259.1835021972656,258.57000732421875,259.1650085449219,576818.0,AAPL
2024-12-26 18:00:00+00:00,258.7099914550781,259.05999755859375,258.6499938964844,258.843994140625,526380.0,AAPL
2024-12-26 18:15:00+00:00,258.81890869140625,258.94000244140625,258.6600036621094,258.69000244140625,346479.0,AAPL
